id,density1,density2,speedband,timestamp
6710,6.667,8.333,70,2022-10-25 06:40:00
6710,4,11.667,70,2022-10-25 06:45:00
6710,1.333,10,70,2022-10-25 06:50:00
6710,10.667,8.333,70,2022-10-25 06:55:00
6710,10.667,15,70,2022-10-25 07:00:00
6710,4,13.333,70,2022-10-25 07:05:00
6710,26.667,18.333,70,2022-10-25 07:10:00
6710,17.333,25,70,2022-10-25 07:15:00
6710,18.667,25,70,2022-10-25 07:20:00
6710,25.333,25,70,2022-10-25 07:25:00
6710,34.667,8.333,70,2022-10-25 07:30:00
6710,33.333,16.667,70,2022-10-25 07:35:00
6710,16,25,70,2022-10-25 07:40:00
6710,22.667,21.667,70,2022-10-25 07:45:00
6710,32,15,70,2022-10-25 07:50:00
6710,10.667,16.667,70,2022-10-25 07:55:00
6710,26.667,26.667,70,2022-10-25 08:00:00
6710,17.333,15,70,2022-10-25 08:05:00
6710,20,13.333,70,2022-10-25 08:10:00
6710,26.667,20,70,2022-10-25 08:15:00
6710,20,20,60,2022-10-25 08:20:00
6710,9.333,21.667,60,2022-10-25 08:25:00
6710,22.667,16.667,60,2022-10-25 08:30:00
6710,8,18.333,60,2022-10-25 08:35:00
6710,6.667,20,60,2022-10-25 08:40:00
6710,28,16.667,60,2022-10-25 08:45:00
6710,29.333,30,60,2022-10-25 08:50:00
6710,22.667,18.333,60,2022-10-25 08:55:00
6710,18.667,21.667,60,2022-10-25 09:00:00
6710,18.667,30,60,2022-10-25 09:05:00
6710,18.667,21.667,60,2022-10-25 09:10:00
6710,8,16.667,60,2022-10-25 09:15:00
6710,13.333,21.667,60,2022-10-25 09:20:00
6710,5.333,8.333,60,2022-10-25 09:25:00
6710,1.333,16.667,60,2022-10-25 09:30:00
6710,8,8.333,60,2022-10-25 09:35:00
6710,13.333,1.667,60,2022-10-25 09:40:00
6710,12,15,60,2022-10-25 09:45:00
6710,16,28.333,60,2022-10-25 09:50:00
6710,17.333,15,60,2022-10-25 09:55:00
6710,9.333,8.333,60,2022-10-25 10:00:00
6710,6.667,15,60,2022-10-25 10:05:00
6710,22.667,10,60,2022-10-25 10:10:00
6710,22.667,6.667,60,2022-10-25 10:15:00
6710,20,11.667,70,2022-10-25 10:20:00
6710,8,10,70,2022-10-25 10:25:00
6710,13.333,13.333,70,2022-10-25 10:30:00
6710,13.333,5,70,2022-10-25 10:35:00
6710,13.333,33.333,70,2022-10-25 10:40:00
6710,20,25,70,2022-10-25 10:45:00
6710,33.333,3.333,70,2022-10-25 10:50:00
6710,60,16.667,70,2022-10-25 10:55:00
6710,36,8.333,70,2022-10-25 11:00:00
6710,65.333,11.667,70,2022-10-25 11:05:00
6710,25.333,15,70,2022-10-25 11:10:00
6710,5.333,15,70,2022-10-25 11:15:00
6710,8,26.667,70,2022-10-25 11:20:00
6710,8,5,70,2022-10-25 11:25:00
6710,2.667,15,70,2022-10-25 11:30:00
6710,8,3.333,70,2022-10-25 11:35:00
6710,12,21.667,70,2022-10-25 11:40:00
6710,14.667,21.667,70,2022-10-25 11:45:00
6710,9.333,13.333,70,2022-10-25 11:50:00
6710,13.333,3.333,70,2022-10-25 11:55:00
6710,13.333,10,70,2022-10-25 12:00:00
6710,9.333,5,70,2022-10-25 12:05:00
6710,10.667,5,70,2022-10-25 12:10:00
6710,10.667,15,70,2022-10-25 12:15:00
6710,18.667,28.333,70,2022-10-25 12:20:00
6710,2.667,10,70,2022-10-25 12:25:00
6710,2.667,15,70,2022-10-25 12:30:00
6710,16,5,70,2022-10-25 12:35:00
6710,8,18.333,70,2022-10-25 12:40:00
6710,20,8.333,70,2022-10-25 12:45:00
6710,12,10,70,2022-10-25 12:50:00
6710,12,18.333,70,2022-10-25 12:55:00
6710,13.333,16.667,70,2022-10-25 13:00:00
6710,9.333,15,70,2022-10-25 13:05:00
6710,8,18.333,70,2022-10-25 13:10:00
6710,16,11.667,70,2022-10-25 13:15:00
6710,9.333,25,70,2022-10-25 13:20:00
6710,9.333,16.667,70,2022-10-25 13:25:00
6710,28,28.333,70,2022-10-25 13:30:00
6710,12,8.333,70,2022-10-25 13:35:00
6710,30.667,31.667,70,2022-10-25 13:40:00
6710,18.667,13.333,70,2022-10-25 13:45:00
6710,24,16.667,70,2022-10-25 13:50:00
6710,20,18.333,70,2022-10-25 13:55:00
6710,13.333,13.333,70,2022-10-25 14:00:00
6710,20,20,70,2022-10-25 14:05:00
6710,12,11.667,70,2022-10-25 14:10:00
6710,13.333,0,70,2022-10-25 14:15:00
6710,4,13.333,70,2022-10-25 14:20:00
6710,4,18.333,70,2022-10-25 14:25:00
6710,9.333,18.333,70,2022-10-25 14:30:00
6710,33.333,20,60,2022-10-25 14:35:00
6710,17.333,15,60,2022-10-25 14:40:00
6710,24,20,60,2022-10-25 14:45:00
6710,22.667,22.667,60,2022-10-25 14:50:00
6710,18.667,23.333,60,2022-10-25 14:55:00
6710,5.333,13.333,60,2022-10-25 15:00:00
6710,18.667,11.667,70,2022-10-25 15:05:00
6710,14.667,10,70,2022-10-25 15:10:00
6710,16,6.667,70,2022-10-25 15:15:00
6710,9.333,16.667,70,2022-10-25 15:20:00
6710,26.667,23.333,70,2022-10-25 15:25:00
6710,16,21.667,70,2022-10-25 15:30:00
6710,12,8.333,70,2022-10-25 15:35:00
6710,26.667,3.333,70,2022-10-25 15:40:00
6710,16,13.333,70,2022-10-25 15:45:00
6710,0,33.333,70,2022-10-25 15:50:00
6710,8,13.333,70,2022-10-25 15:55:00
6710,20,15,70,2022-10-25 16:00:00
6710,22.667,5,70,2022-10-25 16:05:00
6710,13.333,1.667,70,2022-10-25 16:10:00
6710,16,5,70,2022-10-25 16:15:00
6710,9.333,23.333,70,2022-10-25 16:20:00
6710,21.333,16.667,70,2022-10-25 16:25:00
6710,33.333,15,70,2022-10-25 16:30:00
6710,22.667,8.333,70,2022-10-25 16:35:00
6710,17.333,15,70,2022-10-25 16:40:00
6710,29.333,18.333,70,2022-10-25 16:45:00
6710,28,16.667,70,2022-10-25 16:50:00
6710,32,8.333,70,2022-10-25 16:55:00
6710,36,1.667,70,2022-10-25 17:00:00
6710,25.333,10,70,2022-10-25 17:05:00
6710,16,11.667,70,2022-10-25 17:10:00
6710,21.333,1.667,70,2022-10-25 17:15:00
6710,21.333,1.667,60,2022-10-25 17:20:00
6710,29.333,11.667,60,2022-10-25 17:25:00
6710,10.667,8.333,60,2022-10-25 17:30:00
6710,20,18.333,60,2022-10-25 17:35:00
6710,12,13.333,60,2022-10-25 17:40:00
6710,17.333,10,60,2022-10-25 17:45:00
6710,22.667,20,60,2022-10-25 17:50:00
6710,13.333,18.333,60,2022-10-25 17:55:00
6710,21.333,13.333,60,2022-10-25 18:00:00
6710,32,18.333,60,2022-10-25 18:05:00
6710,44,18.333,60,2022-10-25 18:10:00
6710,49.333,16.667,60,2022-10-25 18:15:00
6710,50.667,8.333,60,2022-10-25 18:20:00
6710,33.333,8.333,60,2022-10-25 18:25:00
6710,32,6.667,60,2022-10-25 18:30:00
6710,29.333,13.333,60,2022-10-25 18:35:00
6710,26.667,8.333,60,2022-10-25 18:40:00
